sentence,label
"Due to the Covid-19 pandemic, educational campaigns were suspended aimed at students of schools in the capital, issued in previous years to raise awareness on the correct use of water, along with campaigns on reforestation.",unsustainable
"As we are aware that the global warming impact is one of the most significant challenges of our time, we continue to look for reduction of the carbon impact of the portfolio.",sustainable
"In addition, Quick SIEM and Blue Team services were implemented to monitor the network infrastructure and manage incidents, ensuring security oversight in view of the establishment of the Security Operation Center (SOC).",unsustainable
Work by Mike Berners-Lee and his team at Lancaster University provides a useful insight into the effect of redistributing food relative to other options for food waste from an environmental perspective.,unsustainable
"For example, the criteria concern the possession of environmental certifications, the use of eco-friendly vehicles and energy efficiency requirements.",unsustainable
HydraWell is also establishing a robust process to measure offshore waste reduction (estimated tonnes of CO2/operating time) to further reduce their customers’ carbon footprints.,sustainable
"JPR and TRIM work on environmental and energy-saving measures such as replacing equipment with items with higher energy efficiency and improving management methods, and they promote the reduction of CO2 emissions by measuring the value of greenhouse gas emissions.",sustainable
"The “green works” charter imposes rules on the management companies in our real estate portfolio to protect biodiversity, such as respect for ecosystems during the construction phase, but also the choice of materials with a limited impact on the environment, and the reduction of waste and water consumption.",sustainable
"Areti implements initiatives to reduce network losses, which include the reclassification of medium voltage levels from 8.4 kV to 20 kV and the installation of MV/LV transformers with very low losses.",sustainable
It was tested again in 2020 to try to assess the materiality of deforestation risk within SCOR’s investment portfolio.,unsustainable
"The resulting product is Solein, which has a macronutrient composition that is very similar to that of dried soy or algae.",unsustainable
"As a part of client due diligence, we evaluated the firm’s commitment towards climate change attributed to the operation of the firm’s ocean going vessels and end of life recycling of these same ships.",unsustainable
Scope 2 includes emissions from purchased energy such as electricity or district heating.,unsustainable
The number of vehicles corresponds with the active contracts during the reporting period.,unsustainable
"These incidents exemplify a growing concern around the world about human rights, employment practices, and community-related issues, and they promise to be a focus of our future engagements.",unsustainable
Carbon flow analysis is a major issue for any business seeking to contribute to the environmental and energy transition.,unsustainable
The carbon-intensity of the loan portfolio is 180 tonnes of CO2 per million euros in outstanding loans and 2.12 tonnes of CO2 per unit.,unsustainable
"While BNY Mellon does not purchase fuel from renewable sources directly; we do purchase carbon offsets and renewable electricity products to offset all of our emissions generated from Scope 1, Scope 2 and Scope 3 business travel.",sustainable
"As approximately 80% of the world’s documented species are found in tropical rainforests, deforestation will impact global biodiversity.",unsustainable
Offering robust and varied opportunities for continuous learning and professional development has become a competitive advantage for organizations vying for employees.,unsustainable
"For this reason, we strive to reach our intensity targets by continuing to link our investment processes as closely as possible to real-world decarbonization.",sustainable
We want to be the financial provider of choice for clients who wish to mobilize capital towards the achievement of the 17 Sustainable Development Goals and the orderly transition to a low-carbon economy.,sustainable
"As from early 2021, we will continue our work for the metals, chemicals, automotive (including transportation), building and construction and food producers sectors and for the car loans product line and we will start the exercise for our insurance business.",sustainable
We continue to review the extent of our Scope 3 reporting and increase coverage where practicable.,unsustainable
"Doing so will require changes in all sectors of our economy, particularly the transformation of critical areas like energy, power, transportation and real estate.",unsustainable
"By doing so, the charity also reduces food waste.",sustainable
"According to EPA calculations, removing these servers will result in energy savings of US$500 a year per server, and positively impact the cooling capacity and loads in our data centers.",sustainable
It appears that new technologies and innovation are required to help achieve the transition toward a food system that will be sustainable even when the world’s population increases to close to ten billion inhabitants.,unsustainable
The company put initiatives in place to reduce the carbon footprint in its operations.,sustainable
"Second, we have focused on purchasing renewable electricity in a way that supports new solar and wind.",sustainable
"To ensure our plans remain competitive, we regularly benchmark against a broad set of industry peers and solicit employee feedback about our plans.",sustainable
"As a member of the Banking Environment Initiative (BEI), in 2019, we collaborated in Bank 2030, a project that set out to understand how banks can accelerate the financing of a low-carbon economy and develop a vision for climate-progressive banks.",sustainable
"We’ve joined the FAIRR’s collaborative investor engagement on sustainable proteins which asked a number of global food companies to diversify their protein sources to drive growth, increase profitability, reduce risk exposure, and improve their ability to compete and innovate in a resource-constrained world.",sustainable
"We work to recycle paper, as well as non-paper waste, throughout our buildings and branches where recycling services are available and economically feasible.",sustainable
Scope 1 and Scope 2 emissions are taken into account.,unsustainable
Alongside these efforts we commit to offset remaining carbon emissions through carbon offset projects.,sustainable
"When the COVID-19 pandemic took hold last year, the sudden reduction in people’s travel habits created startling images of a world with a reduced carbon footprint – from clear waters in Venice canals to blue skies over formerly smog-choked cities.",unsustainable
Find out more about our strategy and actions around climate change and decarbonization in our In-Focus article in section 02 of this report.,unsustainable
"We achieve this through our Energy Efficiency in Buildings (EEB) program specifically, but we all seek to reduce our energy consumption through our Add Value with less internal initiative, our Green IT Policy and our approach to sustainable transport.",sustainable
"They are attributable to: losses of transformation and transport, fraud and incorrect measurements.",unsustainable
"We will also work with the Diversity and Inclusion Committee to develop an accountability framework that will include strategic goal setting, diversity-focused talent reviews, direct employee feedback on manager effectiveness and inclusion, tracking of key metrics, and an annual progress update for the firm.",sustainable
"Our unavoidable carbon emissions from building energy use, leased vehicles and business travel are offset by the purchase and retirement of high quality emission reduction certificates as part of the carbon neutral activities by Deutsche Bank.",sustainable
"In June 2020, Amundi launched AMUNDI ÉNERGIES VERTES, the first energy transition fund eligible for life insurance policies investing directly in green infrastructure.",sustainable
"For example, carbon emissions is one of the most widely available statistics, but disclosure levels for scope 1–2 emissions cover less than half our investible universe and disclosure for scope 3 emissions is even lower.",unsustainable
The carbon emissions from the production and distribution of drinking water consumed by Robeco were calculated for the first time.,unsustainable
"For 2015, Scope 2 emissions were calculated using the market-based method outlined in the GHG Protocol Scope 2 Guidance, updated in 2015.",unsustainable
"The data shows significant improvements due to soil maintenance programmes implemented by management, with portfolios achieving or moving towards the target range.",sustainable
This platform was designed to meet the growing demand from downstream manufacturers for low-carbon aluminum and to help upstream producers accelerate their transition to low-carbon technologies.,sustainable
Data is based on the top 19 (19 in 2018) logistics supply partners (LSP) delivery data (tonne-km) and transportation mode.,unsustainable
"Lastly, the increased focus on core capabilities or geographical footprints and the ongoing simplification of business models to reduce operational and compliance risks will result in further disposals of non-core businesses and assets.",unsustainable
"It is further estimated that more than 50% of tropical deforestation is due to the production of soy, palm oil, timber and beef.",unsustainable
"Sperre’ total s carbon footprint has been reduced by 7% since 2018, and carbon intensity has been reduced by 2% since 2018.",sustainable
"In addition to the work to reduce product mass, the Group’s Industrial Department is also undertaking action plans to reduce material consumption.",sustainable
"For each employee, we offer two paid volunteering days a year.",sustainable
The investment in ground source technology will support our commitment to enable all new homes we build from 2030 to operate with net zero carbon emissions.,sustainable
"Indeed, we are one of the top European private-sector project financiers of clean energy, while our financing and advisory services support other low-carbon and clean-tech businesses.",sustainable
"As a signatory of the Tobacco Free Finance Pledge, in 2020 we further strengthened our tobacco exclusion policy.",sustainable
"The simultaneous existence of undernourishment, obesity, the environmental footprint of food production and food waste puts the global food system under significant stress.",unsustainable
"For more information on the compensation of the Board of Executive Directors, see the Compensation Report on pages 146 to 158",unsustainable
"This will include heating and cooling, clean water concessions, waste management technology, recycling, and waste/sewage utilities.",unsustainable
"In support of our 100% renewable electricity commitment, we have been members of the US EPA Green Power Partnership since 2017.",sustainable
"Other municipal solid wastes involve food waste, wastewater and printing inks-related chemical waste.",unsustainable
These type of serious incidents rarely occur in our operating environment and are more relevant to the safety related reporting of other industries.,unsustainable
"A value chain describes the successive steps in a production process: from raw materials through various intermediate steps, such as transportation and production, to the finished product.",unsustainable
"Free2Move Services is an app dedicated to location and payment of 130,000 European public charging points for electrified vehicles.",unsustainable
"In the Americas, we have begun a partnership with Gateway to Leadership Foundation who aim to create greater awareness of career opportunities in the financial services industry for aspiring minority students and provide them with workforce readiness training and internships.",sustainable
"Board of Statutory Auditors: oversees auditing activities, monitoring, inter alia, the observance of legislation and the adequacy of the organisational and administrative/reporting structure.",unsustainable
"JPR is working to reduce power consumption by installing motion detectors in bathrooms, staff kitchens, and stairways when carrying out common-area renovations so that lights will be turned off when these areas are not in use.",sustainable
"The environmental impact in terms of emissions generated is substantially lower than for animal-based protein, whereby land use is also reduced considerably.",unsustainable
"The current development guidelines set out in the strategic plans are characterized by the consolidation of its leadership position in the water industry and the expansion of the Group’s territorial area of interest, which is mainly focused on Central Italy, and of its businesses, which range from energy production from renewable sources to the circular economy and from energy efficiency services and sustainable mobility to gas distribution.",sustainable
These figures pertain to the total weight of transported products and indicate the primary means of transport.,unsustainable
We are an active owner in this sector and urge companies to amend their business models and transition to low-carbon energy provision.,sustainable
COVID-19 has impacted overall numbers as in-person volunteering was not possible.,unsustainable
"Also as a result of the activities mentioned above, energy losses on the network during the year amounted to approximately 6% of the total transported, a decrease compared to the 7% of 2019.",sustainable
"In 2019, 4Service started a collaboration with a famous Norwegian chef to make sure that the food served is locally sourced, in season, and creates less food waste, all to decrease its and its customers’ footprint.",sustainable
"In the contest of methods for calculating own funds (supervisory capital), prudential filters are those amendments made to balance-sheet items in order to safeguard the quality of the own funds and to reduce its potential volatility induced by application of the international “IAS/IFRS” accounting standards.",unsustainable
"Assists the Board of Directors, together with the competent Function and having consulted with the independent auditor and Board of Statutory Auditors, in assessing the correct use of accounting standards adopted in order to draw up the consolidated non-financial Disclosure as per Legislative Decree 254/2016.",unsustainable
"Various studies have shown that replacing animal protein with plant-based protein is a healthy alternative and reduces mortality risk, type-2 diabetes and the risk of cardiovascular diseases.",unsustainable
Video conferencing rooms have been installed in the Group’s facilities worldwide and have significantly reduced the need for travel.,sustainable
It is not obligatory to report Scope 3 (indirect emissions from the inputs and outputs to the main business activity – i.e. supply chain and consumer/end-user related emissions).,unsustainable
The ACT method is jointly backed by the French Agency for Ecological Transition (ADEME (and the CDP (Carbon Disclosure Project) and is designed to help evaluate the climate strategies of companies and their alignment with sectoral decarbonization targets.,unsustainable
"In 2019, four families of electronic products were included in the repair catalogue.",unsustainable
This study demonstrated that the difference between a mild and severe winter could cause a 15% fluctuation in industrial CO2 emissions.,unsustainable
The impact of the transport of Mister Auto parts on the Group’s global carbon footprint is therefore considered to be non-material.,unsustainable
"We have taken measures and actions to meet the targets as specified above: we tightened our policy on the financing and insurance of coal-related industries and introduced a comprehensive policy on biodiversity in 2020, we engaged with companies and collaborated in their transition to a low-carbon business by offering them green financial products, we got in contact with partner organisations (e.g. Encon) to help our clients carry out energy-saving initiatives and we developed specific banking, insurance and investment products and services to support a sustainable, low-carbon and climate resilient society.",sustainable
"This figure represents emissions associated with waste disposed of via landfilling, incineration, composting, and recycling.",unsustainable
We will maximise agile working practices and technology to actively reduce the business miles we travel.,sustainable
"BNP Paribas Real Estate has developed operational roadmaps for three key topics: low carbon, biodiversity and circular economy.",sustainable
We will reduce our energy usage in line with our journey to net zero and source energy from renewable sources.,sustainable
Our product portfolio contains a variety of catalysts used in the automotive sector and in industry to reduce the emission of air pollutants.,sustainable
In case of a major reputational loss this group may divest a significant number of shares which will reduce BASF’s market value.,unsustainable
"This year, our concerns about the GIP came to fruition.",unsustainable
Perhaps the next great test of societal licenses will be how companies deal with an environment increasingly focused on decarbonization and net-zero operations.,unsustainable
"Our objective is to transition most of the vehicles in our car fleet to lower emission engines by 2025, enabling us to reduce the total emissions of our vehicles by 25% compared to 2020.",sustainable
The built environment contributes around 40% of the UK’s total carbon footprint.,unsustainable
SGS’ team of Data Privacy officers assess the personal risks associated with any identified incidents and determine whether the individual data owners and local data protection authorities should be notified.,unsustainable
A circular economy is one where energy and raw materials are utilised with greater awareness and more efficiency.,unsustainable
"Habitat and biodiversity loss, water scarcity, deforestation and waste disposal, among other issues highlight the need for better natural resource management.",unsustainable
"By the end of this period, average CO2 emissions per km for our worldwide fleet shall not exceed 95 grams per km and no vehicle covered by the policy should exceed 105g CO2 /km.",sustainable
"The Kenyan subsistence farmer, who faces another failed crop because of another year without rain.",unsustainable
JPMorgan Chase is committed to supporting our clients’ strategies for transitioning to a lower-carbon economy and for positioning themselves to adapt to and capitalize on opportunities to advance sustainable solutions.,sustainable
For North America the calculations were based on Bureau of Transportation Statistics on principal means of transportation to work.,unsustainable
The likely impact would be to reduce future profit and shareholder equity.,unsustainable
"Transition risk arises from changes to policy, technology and consumer preferences over time that reduce reliance on carbon-intensive products and services.",unsustainable
"To reduce our own footprint, we set a goal to achieve carbon neutrality in our global operations and business travel by 2022.",sustainable
"We use a variety of methods for recycling, recovering and disposing of the waste we generate, each of which has a different impact on the environment.",sustainable
We have performed regular global employee surveys since 2008.,sustainable
"Working through government education centres, Salva Terra provide rural families with improved knowledge and understanding of nutrition, crop production and entrepreneurship.",sustainable
"An additional acquisition of the global vegetable seeds business followed on August 16, 2018.",unsustainable
Vertical farming is not subject to unfavorable weather conditions that might impact crop production or environmental hazards since there are no toxic fertilizers used that may affect the health of farmers and consumers.,unsustainable
"At the same time, they increase production to meet greater demand caused by global population growth and changing food habits.",unsustainable
Further information about our implementation of the Equator Principles is published on our website.,unsustainable
"Therefore, the CO2 emissions for all products incinerated were calculated by multiplying CO2 emissions per kg by the amount of pre-product.",unsustainable
"It includes emissions associated with the extraction of raw materials and the production of parts purchased by Groupe PSA for its vehicles (14.39% of total GHG emissions), the upstream transport of materials and parts to the Group’s plants (0.47%) and work-related travels (0.02%).",unsustainable
"The impairment test for the Pigments unit revealed that a change to the key assumptions, which is considered reasonably possible, could lead to the carrying amount exceeding the recoverable amount.",unsustainable
JRE is steadily implementing equipment retrofitting that includes switching to LED lighting and installing more energy efficient air conditioning units to reduce its environmental impact based on its sustainability plan.,sustainable
The energy flows in Robeco’s Scope 1 emissions relate to the fuel consumption of the fleet of vehicles.,unsustainable
"These Plans examine aspects related to the safety of workers, ensuring their safety with specific behavioural and evacuation procedures, checked on a yearly basis, and aspects related to the protection of the environment, identifying the emergency interventions in order to limit contamination of environmental media (air, water and soil).",sustainable
Our institutional retirement business has further committed to reduce portfolio carbon emission intensity by 18.5% by 2025.,sustainable
In 2018 Aurum introduced an employee volunteering programme.,sustainable
"All used water is treated onsite and most of it reused on site, while to neutralise any freshwater pollution, all rainfall is captured through a storm water basin and wells before being re-infiltrated to the ground.",sustainable
"At year-end 2020, the annual emissions avoided through both KBC green bonds amounted to 188 139 tonnes of CO2.",unsustainable
"With reference to climate change, Acea implemented an alignment with the Recommendations of the Taskforce on Climate-related Financial Disclosures (TCFD); these guidelines formed the groundwork for defining a target to reduce climate-altering emissions according to scientific methods (a Science-Based Target).",sustainable
"In particular, we are currently analyzing Scope 3 emissions from categories 1, 4 and 10.",unsustainable
The use of these resources has a negative impact on biodiversity and the climate.,unsustainable
This information is based on our global information gathering system based on incidents reported via the SGS integrity helplines.,unsustainable
"To achieve our five-year goal to reduce greenhouse gas emissions, including those from our data centers, BNY Mellon implemented a three-year program to replace legacy mechanical and electrical equipment with newer and more energy-efficient systems.",sustainable
"We’re investing further in 2021 in our digital client service offering to deliver a multimedia platform for our global client base that offers responsiveness, customisation, convenience and accessibility whilst also saving carbon through reduced paper and travel to face-to-face meetings.",sustainable
"Our efforts aim to mitigate our climate-related risks, pursue opportunities at scale for our clients and reduce the climate impact of our own footprint.",sustainable
"We have implemented waste reduction, reuse, and recycling programs across our operations.",sustainable
"On the Board of Statutory Auditors the percentage reached 60% (3 women out of 5 members, of which 2 substitutes), figures above the quotas required by law (Law no. 120/2011).",sustainable
Robeco’s carbon footprint reporting is synchronous with the calendar year and the financial year.,unsustainable
"These include goals for reducing our carbon footprint and corporate waste, and progressing our philanthropic efforts.",sustainable
"The electricity required to run our facilities is the largest contributor of CO2 emissions in our operations, accounting for about 53 per cent of our carbon footprint.",unsustainable
"Given the need to cut emissions linked to the production of fertilizers and address the environmental challenges associated with their use, the question is what the future role of fertilizer companies should be.",unsustainable
"Around the world, we transport and store numerous products and materials.",unsustainable
Our reported operational GHG emissions for 2020 have been impacted by reduced emissions from limited business travel and reduced office occupancy as a result of COVID-19 related restrictions.,sustainable
This makes emissions comparable across companies by dividing carbon emissions by revenues in a given year for each company that we invest in.,unsustainable
We support the largest reforestation project in North America working to restore over a million acres of degraded lands back to their original and highly beneficial forest ecosystems in the lower Mississippi River Valley.,sustainable
"What is required differs considerably by sector (e.g. supply chain transparency for palm, soy and cattle, versus more asset-level biodiversity data at mining sites).",unsustainable
Global CO2 emissions from the energy sector and industrial processes fall from 35.8 billion tonnes in 2019 to less than 10 billion tonnes by 2050 and are on track to net zero emissions by 2070.,sustainable
"We have increased the variety of investments in the transportation sector with diverse mobility solutions, yet with the same focus on the sustainability performance and potential of the projects.",sustainable
This can be done by dipping fruit or vegetables in the coating mix or spraying the mix onto the produce.,unsustainable
"The most-material climate-sensitive industrial sectors and technologies we finance across our business in our core countries (as a percentage of the outstanding portfolio) are (1) real estate 6.3%, (2) building and construction 3.9%, (3) agriculture, farming, fishing 2.7%, (4) automotive 2.5%, (5) food production and beverages 2.2%, (6) energy 2.1%, (7) metals 1.4% and (8) chemicals 1.4%.",unsustainable
This error also resulting in emission changes for upstream (WTT) emission and the amount of renewable electricity being used in MWh.,unsustainable
"Since 2010, our Carbon emissions from travel have been reduced by 60%.",sustainable
"To this end, we are now analyzing emissions for the Scope 3 categories 1, 4 and 10 in particular.",unsustainable
"We have worked with clients to fund a wide variety of sustainable infrastructure, helping to reduce emissions, conserve resources, and build a stronger and more sustainable economy.",sustainable
SGS ensures public and private vehicles are compliant with safety and emission standards issued by regulatory authorities.,sustainable
"For all the details on energy-efficiency actions and consequent reductions in CO2 emissions, see the section Energy saving in the chapter The use of materials, energy and water.",unsustainable
"One investee expanded to include 628 smallholder rice farmers (28% women) who received training in Good Agricultural Practices, and financial support for irrigation charges.",sustainable
Techem’s services and solutions offered help to avoid more than 6.5 million tonnes of CO2–emissions every year.,sustainable
"In the course of these changes, the number of Board members was reduced from eight to seven.",unsustainable
"We believe it is important to lead by example, maintaining zero net carbon emissions since 2015 and providing more than $1.7 billion in financing for wind projects since 2014.",sustainable
"The challenging financial conditions for (small- scale) farmers, especially across developing countries, have so far not resulted in greater support from local governments.",unsustainable
"As already mentioned, when we amended our Human Rights Policy in November 2016, we added a clause prohibiting the discrimination against any person who identify as LGBTQ.",sustainable
"This carbon footprint calculation serves to highlight the listed companies with the highest level of emissions, and therefore those most likely to be heavily exposed to direct transition risks.",unsustainable
"Additionally, pursuant to article 19 of Legislative Decree 39/2010 (as amended by Legislative Decree 135/2016), the Board of Statutory Auditors is assigned the functions of the Internal Control and Audit Committee.",unsustainable
"It has therefore embraced the global challenge to combat climate change, aware both of the environmental importance of the issue and the potential opportunities, also of an industrial nature, presented by the energy transition.",sustainable
"Ceres (Coalition for Environmentally Responsible Economies) is an NGO that encourages companies to take action on environmental issues, such as global warming.",unsustainable
"Analysis by van Kernebeek et al (2015, “Saving land to feed a growing population: consequences for consumption of crop and livestock products”) shows that the most efficient land use requires animal-based protein to remain part of people’s diets.",unsustainable
"This year, we gathered data on 8.4 million square meters of the portfolio in terms of energy and carbon data.",unsustainable
Compensation of the Board of Executive Directors is described in detail in the Compensation Report from page 146 onward.,unsustainable
Oslofjord Varme owns over 119 km (including JVs) of networks heating and cooling Greater Oslo’s homes and offices.,unsustainable
We have committed to set science-based targets to reduce emissions across each of our businesses.,sustainable
"As CO2 emissions regulations continue to tighten globally, it is estimated that electric vehicles (EVs) will represent 32% of the total market share for new car sales in 2030 compared to 2.5% in 2019.",unsustainable
Operational car leasing is one of the business lines for which KBC has developed strategies to reduce its climate impact.,sustainable
Companies with a large carbon footprint are increasingly affected by carbon mitigation and adaptation policies and pressured by activist organisations and financial markets.,unsustainable
We will continue our efforts on measuring carbon impact.,sustainable
"We aim to build a low-carbon society, a natural symbiosis society which fosters biodiversity, and a circulatory society, and will work to solve problems which obstruct these aims through our core businesses by cooperating with various stakeholders.",sustainable
Impairments are recognized if the carrying amount of an asset exceeds the recoverable amount.,unsustainable
"Furthermore, ABN AMRO set up a collaboration with Ecochain to use life cycle assessment methodology to show business clients how they can make their operations more sustainable.",sustainable
"Scope 3 emissions in Prudential’s GHG inventory include business travel (commercial air transport, intercity rail, employee mileage reimbursements, public transit, rental cars, hotel stays) and fuel and energy-related activities not included in Scope 1 and Scope 2 (FERA).",unsustainable
Fund Mission/Information Change to Prior year Africa Agriculture and Trade Investment Fund (AATIF) Improve food security and end poverty through sustainable investment along the entire agricultural chain in Africa,sustainable
"In 2020, the Company reused approximately 430,000 m3 of equipment (belt presses) and for the backwashing of the Pollino recovered water for washing the sheets of sludge dehydration water plant filters in Porcari (Lucca).",sustainable
"Our Scope 3 footprint includes business travel booked through our central travel management company, car travel in colleague-owned cars, global water consumption (where data is available) and UK waste generated from our occupied properties with operational control.",unsustainable
"We analyze accidents, incidents and their causes in detail at a global level to learn from these.",sustainable
"The SGS Sustainable Mobility Strategy will also include driving efficiency training, rationalization of the fleet, inclusion of more sustainable vehicles in the catalogue and an alternative transportation study.",sustainable
"Independently, we issued a Fossil Fuel Policy for our ESG-enhanced funds in an effort to align our portfolios, over time, with the Paris Agreement.",sustainable
Employee commuting emissions are calculated from shuttles transporting employees from their home to work at our India offices.,unsustainable
Further consideration must be given to double counting implications of including Scope 3 emissions.,unsustainable
The Group strives for continuous reductions of CO2 emissions by enabling trains to use the tunnel.,sustainable
It is no longer enough for companies to reduce their environmental impact with self-set targets.,unsustainable
"This is an investor-led initiative to engage systemically important GHG emitters and other companies across the global economy, which have significant opportunities to drive the clean energy transition and help achieve the goals of the Paris Agreement.",sustainable
"We encourage the use of public transportation where available through our transit pass program, which provides benefits and aids in the reduction of traffic congestion and carbon emissions.",sustainable
The Carbon Efficiency Strategy seeks to provide broad equity exposure while minimizing investment in companies with high carbon emissions and supporting companies that have made strides toward being environmentally responsible.,sustainable
The carbon emissions were calculated for the production and distribution of paper consumed by Robeco.,unsustainable
"The goal is to optimize their yields, reduce the impact on the environment and be able to offer certified sustainable castor oil on the global market.",sustainable
"Our approach includes increasing accessibility for people with reduced mobility and, where possible, acquiring buildings near public or green transportation options.",sustainable
"There are few opportunities to use recycled material in our production processes, because our business model puts us at the start of the value chain.",unsustainable
We are taking active measures to reduce our exposure to highly carbon-intensive sectors that do not have meaningful prospects for a sustainable transition.,sustainable
"The Labour-Management Relations Protocol structures the system of union participation and dialogue on three levels – Group, industrial segment and corporate – and defines some areas of discussion for each level: economic and financial performance, employment policies, selection, promotion, development and training of staff, occupational safety, corporate welfare, promotion of diversity and inclusion; industrial policy and investment plans; performance bonus, organisation of working hours, technical and specialized training and professional development.",unsustainable
"As discussed below, BlackRock believes that Scope 3 (Investments) should refer to emissions from investments made with assets that are owned by the company, rather than those managed by an asset manager on behalf of external asset owners.",unsustainable
"To help its institutional clients work to promote the energy transition, Amundi has launched, in partnership with AIIB, a benchmark tool for assessing the risks associated with climate change in line with the objectives of the Paris agreement.",sustainable
In 2020 the increase is mainly due to the increase of the number of petrol powered 176 vehicles in Gori and to the increase in consumption in Acea Ato 2.,unsustainable
"Data and information supporting the Scope 1 and Scope 2 GHG emissions, RECs, GOs, other renewable electricity instruments and GHG Offsets assertion were in most cases historical in nature and in some cases estimated.",unsustainable
"It enables SME/mid caps and large corporates, as well as governments, municipalities and institutions to offer their employees a bicycle for commuter travel in a tax-friendly way.",sustainable
"For the purposes of the pilot, the calculation of an investment product’s carbon footprint only considers direct investments in equities, representing around 40% of investments of the products in scope.",unsustainable
"In 2016, the Science-Based Target Initiative officially approved our goal of a 30 percent reduction in Scope 1 and 2 emissions per square meter by 2025 from a 2015 base year.",sustainable
"Our aim is to reduce the worldwide lost-time injury rate to no more than 0.1 per 200,000 working hours by 2025.",sustainable
The proponent also highlighted the lack of Scope 3 emissions reduction targets.,unsustainable
"They do not provide an assessment of how those investees may evolve their businesses to reduce their emissions in the future based on transition plans, emissions reduction targets, and goals.",unsustainable
In 2018 we pledged to achieve carbon neutrality in our Airport Industrial Property Unit Trust (AIPUT) by 2025.,sustainable
"The rising costs of these metals mean that they must be used in minute quantities, with implications for their subsequent recovery during the recycling phase.",unsustainable
"In addition, we committed to being carbon neutral in our global operations for Scope 1 (direct energy usage) and Scope 2 (indirect energy) emissions, beginning with the 2020 reporting year.",sustainable
"We were able to achieve this reduction through installation of low-flow fixtures and aerators, efficient operation of chiller plants, repair and replacement of old, leaking systems, and operation of efficient irrigation systems.",sustainable
"In order to accelerate the transition to a circular economy, Commercial Banking provides its clients with advice about sustainable business models.",sustainable
"In 2017, the reference to the transportation sector indicators of the US-based SASB (Sustainability Accounting Standards Board) standard was added.",unsustainable
"We encourage many of our portfolio companies to prepare for a shift to a low-carbon economy and capitalize on potential opportunities, such as renewable energy alternatives and innovative technologies.",sustainable
An example of how we contribute to the energy transition is by structuring financing for windmill projects in and outside the Netherlands.,sustainable
"Revenues, expenses and assets are recognised net of the amount of goods and services tax (GST), except where the amount of GST incurred is not recoverable from the Australian Tax Office (ATO).",unsustainable
"Work-related accidents are considered relevant if they occur on the premises, on business trips, during goods transport, as a result of external influences (e.g. natural disasters), or due to criminal acts involving personal injury.",unsustainable
2020 was the Aurum Group’s sixth consecutive year of carbon offsetting across our offices and the activities of our staff.,sustainable
The pathway that investees follow in their decarbonization journey is a critical element of investors’ success in their attempts to align their portfolios with the Paris Agreement.,unsustainable
"Scope 3 emissions measurement methods are yet to be developed for these activities, including in the context of commodity trade finance (CTF).",unsustainable
Total Scope 1 and 2 GHG emissions decreased by 36% or 963 tonnes from 2019.,sustainable
The world needs investment in innovative systems to improve the sustainability of food supply.,unsustainable
"Single-use plastics, or disposable plastics, are typically used only once before they are thrown away or recycled.",unsustainable
"Our overall ambition is to provide transparency to stakeholders, and to reduce our future CO2 footprint.",sustainable
We calculate that the CO2 emissions avoided because of this bicycle feet amount to 6 555 tonnes/year (representing 60 117 634 kilometres/year).,sustainable
How can the accident data transmitted by vehicles be used to improve road safety and be of benefit to the Company?,unsustainable
5 incidents were reported and investigations carried out in 2019.,unsustainable
"In 2018, LYXOR has joined the Climate Action 100+, an international initiative led by investors in order to systematically engage important greenhouse gas emitters and other companies, across the global economy, that have significant opportunities to drive the clean energy transition and to help achieving the goals of the Paris Agreement.",sustainable
Carbon intensity is based on data for scope 1 and 2 CO2 emissions of investee companies provided by a third data provider.,unsustainable
"However, we were able to replace some of these with virtual volunteering events and other activities that complied with social distancing restrictions.",sustainable
An important first step in developing solutions and strategies for a low-carbon economy is to understand the issues driving them.,unsustainable
"Scope 3 emissions for purchase of goods, services and labour are calculated using monitoring data for energy-consumption outside the Group, requested from a representative panel of suppliers using a questionnaire (see the section Energy consumption outside the Group).",unsustainable
Calculate average use of Scope 1 and 2 energy sources per dwelling 3.,unsustainable
Our strategy is to reduce this impact through energy efficiency and purchasing all our electricity from renewables.,sustainable
"At the end of 2019, this offer was also made available for independent repairers, who can issue their request through the authorized parts distribution network of the Group (Distrigo platform).",unsustainable
"State Street is committed to making a positive impact on the communities where we live and work, including employee volunteering and investing in local nonprofits.",sustainable
"SmartRetur promotes a circular economy, helping customers save costs while reducing the environmental footprint of logistics.",sustainable
"Biodiversity protection is fundamental to achieving food security, poverty reduction and more inclusive and equitable development.",unsustainable
"We take concrete action to reduce the carbon footprint resulting from running our company, with a three-pronged strategy to measure, reduce and offset our emissions.",sustainable
"Members of each cross-functional work-stream team, which include diverse global employees, have the opportunity for professional development.",sustainable
This means that farmers around the world face the challenge of increasing their crop yields.,unsustainable
"This project implemented in partnership with their local partner, Tiempo de Juego, prepare the young people for a safe and fulfilling return into families and communities, to reduce the risks of violence, substance abuse and involvement in crime, and overall to reduce the likelihood of returning to the institutions.",sustainable
Several initiatives were implemented in 2020 to reduce paper consumption or increase the use of recycled paper.,sustainable
"In Europe, the building stock sector generates 40% of energy consumption and accounts for 36% of CO2 emissions.",unsustainable
"Emissions of N2 O, CH4 and HFC have been translated into CO2 emissions using the Global Warming Potential, or GWP, factor.",unsustainable
Our cafeteria is filled with healthy food options and nutrition info is posted to encourage better choices.,sustainable
